"x","ale","Scenario","Feature","Model"
1.1798247479525,-0.356894074120223,"Sigmoid","X7","sebart"
1.64422210865886,-0.271921994719373,"Sigmoid","X7","sebart"
2.50839787912062,-0.820286739974918,"Sigmoid","X7","sebart"
-2.14634737948441,-0.013976376352684,"Sigmoid","X7","bart"
-1.64981889890063,0.10358680593283,"Sigmoid","X7","bart"
-1.28006901498608,0.00740065973162713,"Sigmoid","X7","bart"
-1.01303384392006,-0.072228371272023,"Sigmoid","X7","bart"
-0.847951304644243,-0.0695276354677881,"Sigmoid","X7","bart"
-0.668879181211216,-0.0453410583392115,"Sigmoid","X7","bart"
-0.514775802775752,-0.0486740555721319,"Sigmoid","X7","bart"
-0.405830596614375,-0.0456306653401217,"Sigmoid","X7","bart"
-0.305035622109294,0.0136467699548847,"Sigmoid","X7","bart"
-0.186663010879371,0.0745865994132988,"Sigmoid","X7","bart"
-0.0427948047692044,0.0831182967151646,"Sigmoid","X7","bart"
0.129957458899019,0.0816465340134248,"Sigmoid","X7","bart"
0.274785508660097,0.0801566586467035,"Sigmoid","X7","bart"
0.398147555121415,0.0719039498540012,"Sigmoid","X7","bart"
0.575321167337013,0.0274186881536813,"Sigmoid","X7","bart"
0.757018659207728,-0.0405038557327344,"Sigmoid","X7","bart"
0.927848146554057,-0.115164883761329,"Sigmoid","X7","bart"
1.1798247479525,-0.113851597263498,"Sigmoid","X7","bart"
1.64422210865886,0.0400537302730209,"Sigmoid","X7","bart"
2.50839787912062,-0.0749716393033154,"Sigmoid","X7","bart"
-2.14634737948441,0,"Sigmoid","X7","oracle"
-1.64981889890063,0,"Sigmoid","X7","oracle"
-1.28006901498608,0,"Sigmoid","X7","oracle"
-1.01303384392006,0,"Sigmoid","X7","oracle"
-0.847951304644243,0,"Sigmoid","X7","oracle"
-0.668879181211216,0,"Sigmoid","X7","oracle"
-0.514775802775752,0,"Sigmoid","X7","oracle"
-0.405830596614375,0,"Sigmoid","X7","oracle"
-0.305035622109294,0,"Sigmoid","X7","oracle"
-0.186663010879371,0,"Sigmoid","X7","oracle"
-0.0427948047692044,0,"Sigmoid","X7","oracle"
0.129957458899019,0,"Sigmoid","X7","oracle"
0.274785508660097,0,"Sigmoid","X7","oracle"
0.398147555121415,0,"Sigmoid","X7","oracle"
0.575321167337013,0,"Sigmoid","X7","oracle"
0.757018659207728,0,"Sigmoid","X7","oracle"
0.927848146554057,0,"Sigmoid","X7","oracle"
1.1798247479525,0,"Sigmoid","X7","oracle"
1.64422210865886,0,"Sigmoid","X7","oracle"
2.50839787912062,0,"Sigmoid","X7","oracle"
-2.29002581065761,-0.263114954971695,"Sigmoid","X8","sebart"
-1.57044051134456,0.407495803195326,"Sigmoid","X8","sebart"
-1.2104735802965,0.577408656827481,"Sigmoid","X8","sebart"
-0.993258588669879,0.723516960812021,"Sigmoid","X8","sebart"
-0.853137764312308,0.742303745363655,"Sigmoid","X8","sebart"
-0.721235720790198,0.594561364397608,"Sigmoid","X8","sebart"
-0.576886942600929,0.354568950623982,"Sigmoid","X8","sebart"
-0.388720714504058,0.267121914157671,"Sigmoid","X8","sebart"
